batch,user_id,secondjudging,showntojudges,secondround,semifinals,livefinals,filename,title,j_scores,o_scores,j_score_data,o_score_data,path
1,6259,True,True,True,True,True,88266__6259__66288.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 2, ""P"": 5, ""H"": 5}","{""a"": 1, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 3, ""raw_mean"": 4, ""mean_all"": 3.2, ""variance"": 2.7, ""label"": 0, ""scores"": [2, 2, 2, 5, 5]}","{""score"": 4.333, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 1.7, ""label"": 0, ""scores"": [1, 4, 3, 4, 4]}",4-1-6259
1,43,True,True,True,False,False,69156__43__65196.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 2, ""P"": 3, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 4, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 2, 2, 3, 3]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [3, 4, 4, 4, 4]}",4-1-43
1,1244,True,True,True,False,False,95795__1244__59759.jpg,project,"{""R"": 1, ""L"": 2, ""M"": 3, ""P"": 3, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2.2, ""variance"": 0.7, ""label"": 0, ""scores"": [1, 2, 3, 3, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 4, 4]}",4-1-1244
1,4009,True,True,False,False,False,35946__4009__64953.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 3, ""P"": 1, ""H"": 2}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [2, 2, 3, 1, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 3, 4]}",4-1-4009
2,1550,True,True,False,False,False,57556__1550__65575.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 2, ""P"": 3, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2.2, ""variance"": 0.2, ""label"": 0, ""scores"": [2, 2, 2, 3, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 4, 4]}",4-2-1550
1,1012,True,True,False,False,False,58695__1012__59685.jpg,project,"{""R"": 1, ""L"": 3, ""M"": 1, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 1.8, ""variance"": 0.7, ""label"": 0, ""scores"": [1, 3, 1, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 3, 4]}",4-1-1012
1,2667,True,True,False,False,False,06465__2667__56460.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 3, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [2, 1, 3, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 3, 4]}",4-1-2667
1,5737,False,False,False,False,False,16435__5737__53461.jpg,project,"{""R"": 0, ""L"": 0, ""M"": 0, ""P"": 0, ""H"": 0}","{""a"": 3, ""m"": 0, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 0, ""mean_all"": 0, ""variance"": 0, ""label"": 0, ""scores"": [0, 0, 0, 0, 0]}","{""score"": 4.333, ""raw_mean"": 2.8, ""mean"": 2.8, ""variance"": 2.7, ""label"": 0, ""scores"": [3, 0, 3, 4, 4]}",4-1-5737
1,3533,True,True,False,False,False,68806__3533__60886.jpg,project,"{""R"": 1, ""L"": 2, ""M"": 1, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 3}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.6, ""variance"": 0.3, ""label"": 0, ""scores"": [1, 2, 1, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 3]}",4-1-3533
2,3572,True,True,False,False,False,93675__3572__57639.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 3, ""P"": 1, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 4, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 1.8, ""variance"": 0.7, ""label"": 0, ""scores"": [2, 1, 3, 1, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 4, 3, 4]}",4-2-3572
1,1315,True,True,False,False,False,51656__1315__65615.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 1, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.8, ""variance"": 0.2, ""label"": 0, ""scores"": [2, 2, 1, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 4, 4]}",4-1-1315
2,251,True,True,True,True,False,31616__251__61613.jpg,project,"{""R"": 2, ""L"": 5, ""M"": 2, ""P"": 3, ""H"": 4}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 2, ""raw_mean"": 4, ""mean_all"": 3.2, ""variance"": 1.7, ""label"": 0, ""scores"": [2, 5, 2, 3, 4]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 4, 3, 4, 4]}",4-2-251
1,251,True,True,True,True,False,50616__251__61605.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 4, ""P"": 3, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 3}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.8, ""variance"": 0.7, ""label"": 0, ""scores"": [2, 2, 4, 3, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 4, 3]}",4-1-251
1,1300,True,True,False,False,False,08675__1300__57680.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [2, 1, 2, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 4]}",4-1-1300
1,1403,True,True,False,False,False,27316__1403__61372.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 1, ""P"": 1, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 2, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 1.8, ""variance"": 0.7, ""label"": 0, ""scores"": [2, 2, 1, 1, 3]}","{""score"": 4.333, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 3, 2, 4]}",4-1-1403
1,3624,True,True,True,True,False,78366__3624__66387.jpg,project,"{""R"": 4, ""L"": 2, ""M"": 5, ""P"": 2, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 4, ""p"": 4, ""r"": 3}","{""score"": 2, ""raw_mean"": 4, ""mean_all"": 3.2, ""variance"": 1.7, ""label"": 0, ""scores"": [4, 2, 5, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 4, 4, 3]}",4-1-3624
1,3622,True,True,True,False,False,11755__3622__55711.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 3, ""P"": 3, ""H"": 0}","{""a"": 4, ""m"": 4, ""t"": 2, ""p"": 3, ""r"": 3}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2, ""variance"": 1.5, ""label"": 0, ""scores"": [2, 2, 3, 3, 0]}","{""score"": 4.333, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [4, 4, 2, 3, 3]}",4-1-3622
1,649,True,True,True,False,False,20075__649__57002.jpg,project,"{""R"": 2, ""L"": 3, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.3, ""label"": 0, ""scores"": [2, 3, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 4, 4]}",4-1-649
1,95,True,True,True,True,False,83456__95__65438.jpg,project,"{""R"": 4, ""L"": 3, ""M"": 1, ""P"": 2, ""H"": 3}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.6, ""variance"": 1.3, ""label"": 0, ""scores"": [4, 3, 1, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 4, 4]}",4-1-95
2,1890,True,True,False,False,False,82506__1890__60528.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.8, ""variance"": 0.2, ""label"": 0, ""scores"": [2, 1, 2, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 3, 4]}",4-2-1890
2,2711,True,True,False,False,False,69656__2711__65696.jpg,project,"{""R"": 2, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 3, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 2, ""variance"": 0, ""label"": 0, ""scores"": [2, 2, 2, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 4, 4, 4]}",4-2-2711
1,1304,True,True,False,False,False,43516__1304__61534.jpg,project,"{""R"": 2, ""L"": 1, ""M"": 2, ""P"": 1, ""H"": 2}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.6, ""variance"": 0.3, ""label"": 0, ""scores"": [2, 1, 2, 1, 2]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 4]}",4-1-1304
1,244,True,True,False,False,False,80635__244__53608.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 2, ""P"": 1, ""H"": 2}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 3}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [3, 2, 2, 1, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 4, 3]}",4-1-244
1,5898,True,True,True,True,False,83555__5898__55538.jpg,project,"{""R"": 4, ""L"": 4, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 3}","{""score"": 1, ""raw_mean"": 3.6666666666666665, ""mean_all"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [4, 4, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 4, 4, 3]}",4-1-5898
1,3559,True,True,True,True,False,92716__3559__61729.jpg,project,"{""R"": 1, ""L"": 4, ""M"": 3, ""P"": 1, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 4, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.4, ""variance"": 1.8, ""label"": 0, ""scores"": [1, 4, 3, 1, 3]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 4, 4, 3, 4]}",4-1-3559
1,1310,True,True,True,False,False,20846__1310__64802.jpg,project,"{""R"": 3, ""L"": 3, ""M"": 3, ""P"": 1, ""H"": 3}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 3, 3, 1, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 4, 4]}",4-1-1310
1,5880,True,True,True,False,False,56055__5880__55065.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 2, ""P"": 3, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 3}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 2, 2, 3, 3]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 4, 3]}",4-1-5880
1,661,True,True,True,False,False,60066__661__66006.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 4}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 2, 2, 2, 4]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 4, 4]}",4-1-661
1,2443,True,True,True,True,False,70295__2443__59207.jpg,project,"{""R"": 4, ""L"": 3, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 4, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 3, ""variance"": 0.5, ""label"": 0, ""scores"": [4, 3, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 4, 3, 4]}",4-1-2443
1,97,True,True,True,False,False,42975__97__57924.jpg,project,"{""R"": 1, ""L"": 2, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 3}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2.2, ""variance"": 0.7, ""label"": 0, ""scores"": [1, 2, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 3]}",4-1-97
1,670,True,True,True,False,False,52935__670__53925.jpg,project,"{""R"": 3, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.6666666666666665, ""mean_all"": 2.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 2, 2, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 4]}",4-1-670
1,4262,True,True,True,False,False,06575__4262__57560.jpg,project,"{""R"": 2, ""L"": 4, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.8, ""label"": 0, ""scores"": [2, 4, 2, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 4, 4]}",4-1-4262
1,1798,True,True,False,False,False,93246__1798__64239.jpg,project,"{""R"": 1, ""L"": 1, ""M"": 2, ""P"": 1, ""H"": 2}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 1.6666666666666667, ""mean_all"": 1.4, ""variance"": 0.3, ""label"": 0, ""scores"": [1, 1, 2, 1, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 3, 4]}",4-1-1798
1,3756,True,True,True,True,False,18095__3756__59081.jpg,project,"{""R"": 3, ""L"": 4, ""M"": 4, ""P"": 2, ""H"": 4}","{""a"": 4, ""m"": 4, ""t"": 4, ""p"": 3, ""r"": 4}","{""score"": 1, ""raw_mean"": 4, ""mean_all"": 3.4, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 4, 4, 2, 4]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 4, 4, 3, 4]}",4-1-3756
1,5933,True,True,True,True,False,72865__5933__56827.jpg,project,"{""R"": 1, ""L"": 5, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 3}","{""score"": 2, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.6, ""variance"": 2.3, ""label"": 0, ""scores"": [1, 5, 2, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 3]}",4-1-5933
1,5830,True,True,True,False,False,82245__5830__54228.jpg,project,"{""R"": 3, ""L"": 3, ""M"": 3, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 3, 4, 4, 4]}",4-1-5830
1,4634,True,True,False,False,False,95065__4634__56059.jpg,project,"{""R"": 1, ""L"": 1, ""M"": 1, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 1.6666666666666667, ""mean_all"": 1.4, ""variance"": 0.3, ""label"": 0, ""scores"": [1, 1, 1, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 3, 4]}",4-1-4634
1,1443,True,True,False,False,False,30026__1443__62003.jpg,project,"{""R"": 1, ""L"": 1, ""M"": 2, ""P"": 3, ""H"": 1}","{""a"": 3, ""m"": 3, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 2, ""mean_all"": 1.6, ""variance"": 0.8, ""label"": 0, ""scores"": [1, 1, 2, 3, 1]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 4, 4]}",4-1-1443
1,5896,True,True,True,True,False,50555__5896__55505.jpg,project,"{""R"": 3, ""L"": 3, ""M"": 1, ""P"": 2, ""H"": 4}","{""a"": 4, ""m"": 3, ""t"": 4, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.6, ""variance"": 1.3, ""label"": 0, ""scores"": [3, 3, 1, 2, 4]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 3, 4, 4, 4]}",4-1-5896
1,559,True,True,True,True,False,13406__559__60431.jpg,project,"{""R"": 1, ""L"": 3, ""M"": 3, ""P"": 3, ""H"": 4}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.8, ""variance"": 1.2, ""label"": 0, ""scores"": [1, 3, 3, 3, 4]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 4, 3, 4, 4]}",4-1-559
1,1626,True,True,True,True,False,80265__1626__56208.jpg,project,"{""R"": 3, ""L"": 4, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 3, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.8, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 2, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 3, 3, 3, 4]}",4-1-1626
1,2947,True,True,False,False,False,76175__2947__57167.jpg,project,"{""R"": 2, ""L"": 3, ""M"": 2, ""P"": 2, ""H"": 2}","{""a"": 3, ""m"": 4, ""t"": 2, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2.2, ""variance"": 0.2, ""label"": 0, ""scores"": [2, 3, 2, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 2, 3, 4]}",4-1-2947
1,3903,True,True,True,True,False,71975__3903__57917.jpg,project,"{""R"": 3, ""L"": 5, ""M"": 3, ""P"": 3, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 4, ""p"": 4, ""r"": 4}","{""score"": 2, ""raw_mean"": 3.6666666666666665, ""mean_all"": 3.4, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 5, 3, 3, 3]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [3, 4, 4, 4, 4]}",4-1-3903
1,302,True,True,True,False,False,18556__302__65581.jpg,project,"{""R"": 3, ""L"": 1, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.4, ""variance"": 0.8, ""label"": 0, ""scores"": [3, 1, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 4]}",4-1-302
1,539,True,True,True,True,True,62926__539__62926.jpg,project,"{""R"": 5, ""L"": 3, ""M"": 5, ""P"": 3, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 3, ""raw_mean"": 4.333333333333333, ""mean_all"": 3.8, ""variance"": 1.2, ""label"": 0, ""scores"": [5, 3, 5, 3, 3]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 4, 4]}",4-1-539
1,5995,True,True,True,True,False,11285__5995__58211.jpg,project,"{""R"": 0, ""L"": 2, ""M"": 1, ""P"": 3, ""H"": 5}","{""a"": 3, ""m"": 4, ""t"": 3, ""p"": 4, ""r"": 4}","{""score"": 2, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.2, ""variance"": 3.7, ""label"": 0, ""scores"": [0, 2, 1, 3, 5]}","{""score"": 4.333, ""raw_mean"": 3.6, ""mean"": 3.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 4, 3, 4, 4]}",4-1-5995
1,6171,True,True,True,True,False,53036__6171__63035.jpg,project,"{""R"": 2, ""L"": 4, ""M"": 3, ""P"": 2, ""H"": 3}","{""a"": 3, ""m"": 4, ""t"": 4, ""p"": 3, ""r"": 2}","{""score"": 0, ""raw_mean"": 3.3333333333333335, ""mean_all"": 2.8, ""variance"": 0.7, ""label"": 0, ""scores"": [2, 4, 3, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 0.7, ""label"": 0, ""scores"": [3, 4, 4, 3, 2]}",4-1-6171
1,1177,True,True,False,False,False,47485__1177__58474.jpg,project,"{""R"": 1, ""L"": 2, ""M"": 2, ""P"": 2, ""H"": 3}","{""a"": 4, ""m"": 4, ""t"": 4, ""p"": 3, ""r"": 4}","{""score"": 0, ""raw_mean"": 2.3333333333333335, ""mean_all"": 2, ""variance"": 0.5, ""label"": 0, ""scores"": [1, 2, 2, 2, 3]}","{""score"": 4.333, ""raw_mean"": 3.8, ""mean"": 3.8, ""variance"": 0.2, ""label"": 0, ""scores"": [4, 4, 4, 3, 4]}",4-1-1177
1,6024,True,True,True,False,False,55426__6024__62455.jpg,project,"{""R"": 3, ""L"": 3, ""M"": 3, ""P"": 2, ""H"": 2}","{""a"": 4, ""m"": 4, ""t"": 3, ""p"": 3, ""r"": 3}","{""score"": 0, ""raw_mean"": 3, ""mean_all"": 2.6, ""variance"": 0.3, ""label"": 0, ""scores"": [3, 3, 3, 2, 2]}","{""score"": 4.333, ""raw_mean"": 3.4, ""mean"": 3.4, ""variance"": 0.3, ""label"": 0, ""scores"": [4, 4, 3, 3, 3]}",4-1-6024
2,1755,True,False,False,False,False,55226__1755__62255.jpg,project,"{""R"": 0, ""L"": 0, ""M"": 0, ""P"": 0, ""H"": 0}","{""a"": 3, ""m"": 3, ""t"": 4, ""p"": 3, ""r"": 3}","{""score"": 0, ""raw_mean"": 0, ""mean_all"": 0, ""variance"": 0, ""label"": 0, ""scores"": [0, 0, 0, 0, 0]}","{""score"": 4.0, ""raw_mean"": 3.2, ""mean"": 3.2, ""variance"": 0.2, ""label"": 0, ""scores"": [3, 3, 4, 3, 3]}",4-2-1755
